date,billed_ML,production_ML,nrw_pct
2023-01-01,25.014408,28.160377,11.171615351598453
2023-01-02,23.377534,26.305553,11.130801926118034
2023-01-03,23.406095,26.347843,11.165042998016954
2023-01-04,24.002983,27.010862,11.135812696388586
2023-01-05,24.176825,27.203589,11.126340719233776
2023-01-06,23.75158,26.727315,11.133684771552996
2023-01-07,25.429144,28.624611,11.163355198084615
2023-01-08,24.901534,28.025888,11.148099928180688
2023-01-09,23.735757,26.711088,11.138936010393886
2023-01-10,23.37207,26.303616,11.145030401903677
2023-01-11,24.136478,27.159925,11.132015276183568
2023-01-12,23.843795,26.830616,11.132137256930665
2023-01-13,23.426068,26.358908,11.126561085155728
2023-01-14,24.196745,27.233272,11.150063055221569
2023-01-15,24.44509,27.517476,11.16521733315948
2023-01-16,23.45393,26.396054,11.1460750913754
2023-01-17,22.287166,25.082829,11.14572443164206
2023-01-18,23.335367,26.263285,11.148331215992211
2023-01-19,23.189666,26.095347,11.134862471842203
2023-01-20,23.26408,26.178449,11.132703087184424
2023-01-21,25.508687,28.704104,11.13226526771224
2023-01-22,24.665052,27.75806,11.142738361398456
2023-01-23,23.888242,26.879757,11.129248675871587
2023-01-24,23.903254,26.899288,11.13796766665348
2023-01-25,24.316361,27.537487,11.697240202056202
2023-01-26,24.150987,27.346659,11.685785821222256
2023-01-27,23.861499,27.024049,11.70272448810317
2023-01-28,25.217805,28.570335,11.734304130490594
2023-01-29,24.370017,27.615823,11.753428460198343
2023-01-30,23.781585,26.937396,11.715352887116483
2023-01-31,23.864581,27.017945,11.671368788410813
2023-02-01,23.854486,27.621768,13.638815589212102
2023-02-02,24.135033,27.975588,13.728236918559139
2023-02-03,24.023593,27.805822,13.602291635183454
2023-02-04,25.289218,29.30006,13.688852514295194
2023-02-05,24.944741,28.953761,13.846284080330703
2023-02-06,24.38167,27.614139,11.705847500803845
2023-02-07,24.564806,27.81944,11.699135568508929
2023-02-08,24.65138,27.91539,11.692510833629765
2023-02-09,23.689852,26.823675,11.683048650119716
2023-02-10,23.969383,26.976369,11.146741060666837
2023-02-11,26.104297,29.38604,11.16769391180302
2023-02-12,26.372257,29.684313,11.157596943543885
2023-02-13,24.776267,27.882416,11.140171640793252
2023-02-14,25.271474,28.436678,11.130709430967991
2023-02-15,24.802623,27.907571,11.125826751457517
2023-02-16,25.075779,28.212322,11.11763505322249
2023-02-17,24.246667,27.290848,11.154585595874485
2023-02-18,26.913978,30.295868,11.162875412581016
2023-02-19,26.527813,29.851865,11.135156882157949
2023-02-20,24.950303,28.070428,11.115345302180643
2023-02-21,26.067276,29.333074,11.133500702994851
2023-02-22,25.847106,29.086327,11.136576302673074
2023-02-23,25.73861,28.961537,11.12830095999394
2023-02-24,25.721322,28.942876,11.130732135949447
2023-02-25,27.480771,30.924412,11.135671714631147
2023-02-26,27.828834,31.329485,11.173662765283247
2023-02-27,27.53027,30.977317,11.127648659824219
2023-02-28,25.942371,29.194273,11.138835346233831
2023-03-01,26.719273,30.059917,11.113284178396102
2023-03-02,26.927258,30.300882,11.13374851596729
2023-03-03,26.526826,29.848339,11.127965948121938
2023-03-04,28.010078,31.523766,11.14615557037189
2023-03-05,28.010465,31.529552,11.161233753020024
2023-03-06,27.771666,31.249179,11.128333963589892
2023-03-07,27.197192,30.610404,11.150496412918955
2023-03-08,27.257977,30.672159,11.131208598651304
2023-03-09,27.676397,31.14417,11.13458152842089
2023-03-10,27.781343,31.261109,11.131294158502183
2023-03-11,29.800649,33.537113,11.14128100412221
2023-03-12,29.148704,32.812853,11.166810152107164
2023-03-13,28.341797,31.894621,11.139257619646898
2023-03-14,28.830936,32.447509,11.145918782239955
2023-03-15,27.694517,31.174182,11.162008998343566
2023-03-16,29.162625,32.822714,11.151085799912828
2023-03-17,29.03662,32.678519,11.144626841871261
2023-03-18,30.58191,34.415568,11.139313464185744
2023-03-19,31.102584,35.015344,11.174415421993283
2023-03-20,29.596705,33.296584,11.111887633878599
2023-03-21,29.645291,33.363274,11.143939290850174
2023-03-22,30.706393,34.839463,11.863185147256718
2023-03-23,30.070409,34.124953,11.88146398326175
2023-03-24,30.947906,35.116726,11.871323084048326
2023-03-25,32.029871,36.3606,11.910499276689604
2023-03-26,32.033394,36.374786,11.93516849831089
2023-03-27,30.745827,34.877721,11.846800425979668
2023-03-28,31.327988,35.543442,11.86000500458003
2023-03-29,31.176707,35.357771,11.825021435881803
2023-03-30,32.005281,36.32284,11.886622852177858
2023-03-31,31.916942,36.220123,11.880636076249658
2023-04-01,34.005553,38.608056,11.921094913455368
2023-04-02,33.592477,38.156998,11.962474091908383
2023-04-03,31.812003,36.092533,11.859876944630072
2023-04-04,33.455554,37.974943,11.900976388562322
2023-04-05,31.616732,35.582109,11.144300075074245
2023-04-06,33.288582,37.454148,11.121774816503635
2023-04-07,33.388683,37.577213,11.146462618182992
2023-04-08,35.64242,40.112528,11.143919924468486
2023-04-09,34.824166,39.206335,11.177196236271511
2023-04-10,33.084601,37.224216,11.120758057066936
2023-04-11,33.322371,37.507905,11.159071667692452
2023-04-12,34.823566,39.18379,11.127621906916099
2023-04-13,33.905391,38.154019,11.13546648912661
2023-04-14,35.371559,39.806811,11.141942518329339
2023-04-15,36.128401,40.666204,11.158658919824433
2023-04-16,36.089165,40.615475,11.144299063349623
2023-04-17,35.621491,40.092265,11.151213332546813
2023-04-18,34.516693,38.849641,11.153122367334102
2023-04-19,35.692237,40.176883,11.162254672668361
2023-04-20,35.271595,39.686253,11.12389723464193
2023-04-21,36.728518,41.326604,11.126213032166882
2023-04-22,36.754283,41.365696,11.147915896302095
2023-04-23,38.914959,43.809421,11.172167739902337
2023-04-24,36.84372,41.448106,11.108797106434732
2023-04-25,37.447578,42.145621,11.14716757880967
2023-04-26,37.073306,41.71667,11.130715850522105
2023-04-27,37.092991,41.746056,11.146118809403216
2023-04-28,37.60563,42.315111,11.129548968925072
2023-04-29,38.295428,43.102758,11.153184211553238
2023-04-30,40.428063,45.498329,11.143851019231937
2023-05-01,37.6808,42.403597,11.137727301766406
2023-05-02,37.937944,42.69464,11.141201799570156
2023-05-03,39.398473,44.341335,11.147300819878335
2023-05-04,37.382577,42.061492,11.123987232787654
2023-05-05,38.460093,43.282561,11.141826843379254
2023-05-06,41.457691,46.655613,11.141043200954192
2023-05-07,41.448064,46.656015,11.162442827575395
2023-05-08,39.466094,44.409145,11.130705173450197
2023-05-09,40.083377,45.110121,11.14327314706161
2023-05-10,40.314027,45.359749,11.123787303144027
2023-05-11,40.119905,45.137427,11.116101057333196
2023-05-12,41.326209,46.502776,11.131737597772657
2023-05-13,43.7396,49.224318,11.142293530608184
2023-05-14,41.642255,46.860797,11.136263858252347
2023-05-15,41.827043,47.064218,11.127721276490773
2023-05-16,41.582345,46.771292,11.094299041386327
2023-05-17,41.466689,46.653923,11.118537662952804
2023-05-18,42.953574,48.330855,11.1259794597054
2023-05-19,42.012979,47.2748,11.130287172023996
2023-05-20,44.386223,49.943985,11.12799068796773
2023-05-21,45.090066,50.760954,11.17175220938519
2023-05-22,41.777179,47.013553,11.13800950121766
2023-05-23,42.725347,48.075933,11.129448075401886
2023-05-24,42.742457,48.108932,11.154841267313936
2023-05-25,42.820964,48.182076,11.126776687662856
2023-05-26,43.645414,49.126734,11.15750947335518
2023-05-27,44.689635,50.30988,11.171255029827144
2023-05-28,45.890419,51.662854,11.173279354640377
2023-05-29,43.706419,49.185069,11.138847848317546
2023-05-30,45.713443,51.440936,11.13411505576026
2023-05-31,45.05185,50.708691,11.155565029276737
2023-06-01,44.273628,49.817815,11.128924462062418
2023-06-02,43.574318,49.026982,11.121761482279288
2023-06-03,46.553543,52.390128,11.140619851129205
2023-06-04,48.055575,54.077925,11.13642951352146
2023-06-05,44.879478,50.496766,11.124054954331134
2023-06-06,44.909823,50.530649,11.12359748239133
2023-06-07,44.95073,50.592253,11.15096218387428
2023-06-08,46.046224,51.811996,11.128256861596299
2023-06-09,46.405354,52.221285,11.137089024140252
2023-06-10,47.238894,53.169601,11.154319175725995
2023-06-11,48.206748,54.257095,11.15125496490367
2023-06-12,47.765122,53.747469,11.130472022784923
2023-06-13,46.681402,52.546906,11.162415537843465
2023-06-14,46.000893,51.768616,11.141350581981948
2023-06-15,46.122727,51.89346,11.120347342420413
2023-06-16,46.183147,51.960089,11.118037153477548
2023-06-17,48.446294,54.514088,11.130689740237424
2023-06-18,48.455788,54.536533,11.149856189061376
2023-06-19,48.100611,54.135953,11.148491280831427
2023-06-20,46.275306,52.072661,11.133202891244602
2023-06-21,47.539596,53.500557,11.141867177195932
2023-06-22,47.970046,53.973985,11.123764532116724
2023-06-23,47.229395,53.151525,11.141975700603133
2023-06-24,49.7743,56.034967,11.172786092655324
2023-06-25,49.891226,56.136524,11.125195425352663
2023-06-26,47.23432,53.162233,11.150609493773521
2023-06-27,48.593208,54.680377,11.132273283338922
2023-06-28,47.178494,53.082272,11.121939166432062
2023-06-29,49.291289,55.455229,11.115164631273995
2023-06-30,47.745972,53.722646,11.12505515830326
2023-07-01,51.35211,57.807909,11.1676743056041
2023-07-02,50.171406,56.491044,11.186973283765123
2023-07-03,47.678799,53.655394,11.138852134791891
2023-07-04,48.476575,54.542194,11.12096627429399
2023-07-05,49.300176,55.46579,11.116066317634708
2023-07-06,49.075187,55.242701,11.16439617968716
2023-07-07,48.068275,54.08707,11.127973839218875
