date,zone_id,nrw_pct,nrw_pct_deviation,pressure_zscore,is_anomaly,is_known_leak_day
2023-01-11,Z01,10.875175520241344,-6.430941345669794e-06,-0.7508473094724004,False,False
2023-01-12,Z01,10.875184969012393,3.6024607350526594e-06,0.5704896384751754,False,False
2023-01-13,Z01,10.875161774265548,-1.9892491170736548e-05,0.38753529183628055,False,False
2023-01-14,Z01,10.875190135991103,9.999426012541335e-06,-2.2957951255341813,False,False
2023-01-15,Z01,10.875177024335944,-3.826473863099977e-06,0.5704896384751754,False,False
2023-01-16,Z01,10.875188072399968,7.476688420382516e-06,1.241322242817792,False,False
2023-01-17,Z01,10.87517452349997,-6.539504603608748e-06,-0.08001470512978476,False,False
2023-01-18,Z01,10.875175410479956,-5.267847877021836e-06,-0.20198426955571497,False,False
2023-01-19,Z01,10.875175596985457,-4.7886841603173025e-06,1.9731396293733714,False,False
2023-01-20,Z01,10.875178633383094,-1.5002505158179247e-06,-0.6695342665217803,False,False
2023-01-21,Z01,10.875170440271434,-9.618349649187508e-06,-0.12067122660509483,False,False
2023-01-22,Z01,10.875185715253227,6.114648794408595e-06,0.38753529183628055,False,False
2023-01-23,Z01,10.875177818054798,-2.060488217381362e-06,0.08261138077145551,False,False
2023-01-24,Z01,10.875177820550821,-1.968405749508406e-06,-0.24264079103102504,False,False
2023-01-25,Z01,10.875181978122814,2.271183150881484e-06,0.12326790224676558,False,False
2023-01-26,Z01,10.875177904514539,-1.8932724525910771e-06,1.6275591968332364,False,False
2023-01-27,Z01,10.875170448059297,-9.276909523237009e-06,0.8550852888023459,False,False
2023-01-28,Z01,10.875168174639185,-1.1206740392566417e-05,-0.039358183654474695,False,False
2023-01-29,Z01,10.875182694094622,3.7129557739490338e-06,-0.8321603524230206,False,False
2023-01-30,Z01,10.87517852377208,-5.853997269156253e-07,-0.7101907879970903,False,False
2023-01-31,Z01,10.875190089894812,1.100023632893965e-05,1.0177113747035862,False,False
2023-02-01,Z01,10.875176705610112,-2.8495889825563836e-06,-1.5843059997162563,False,False
2023-02-02,Z01,10.875164797169417,-1.4891792279314586e-05,2.481346147814747,False,False
2023-02-03,Z01,10.875173523275226,-5.177460982608295e-06,0.0012983378208353722,False,False
2023-02-04,Z01,10.87517859793169,3.259279157674655e-07,-1.3606951316020506,False,False
2023-02-05,Z01,10.875194644718936,1.6586757000780494e-05,0.2249092059350403,False,False
2023-02-06,Z01,10.87518045881324,2.290481813105316e-06,-0.771175570210055,False,False
2023-02-07,Z01,10.875186199375367,8.11481997864405e-06,-0.38493861619460984,False,False
2023-02-08,Z01,10.875190725805599,1.2142358064792802e-05,-1.5029929567656362,False,False
2023-02-09,Z01,10.875195975160505,1.6939006318494876e-05,-0.20198426955571497,False,False
2023-02-10,Z01,10.87517418580859,-5.310714159989516e-06,-2.1128407788952863,False,False
2023-02-11,Z01,10.875166990162539,-1.2461879119740615e-05,-0.5678929628335055,False,False
2023-02-12,Z01,10.875184829532351,5.976785686812036e-06,-0.7915038309477105,False,False
2023-02-13,Z01,10.875186060697988,6.439442429950759e-06,-0.46625165914523,False,False
2023-02-14,Z01,10.875185177666832,5.692254379852102e-06,-0.7305190487347449,False,False
2023-02-15,Z01,10.875189078117133,9.320926984912603e-06,0.08261138077145551,False,False
2023-02-16,Z01,10.87518488043416,5.0897201067101605e-06,0.936398331752966,False,False
2023-02-17,Z01,10.875180323900668,1.8795547340744179e-07,0.40786355257393514,False,False
2023-02-18,Z01,10.875185213724432,4.913998548516929e-06,1.3632918072437212,False,False
2023-02-19,Z01,10.875190953369172,1.0333085320723967e-05,-0.46625165914523,False,False
2023-02-20,Z01,10.875170535363278,-1.0495586774794674e-05,0.36720703109862507,False,False
2023-02-21,Z01,10.87517564229775,-5.391822032407845e-06,0.40786355257393514,False,False
2023-02-22,Z01,10.875167216738719,-1.3481615878774278e-05,1.2209939820801357,False,False
2023-02-23,Z01,10.875187487395376,7.1424179814982836e-06,-0.7101907879970903,False,False
2023-02-24,Z01,10.87518662844833,5.961242781182818e-06,0.8347570280646913,False,False
2023-02-25,Z01,10.875188591709103,7.769492704312597e-06,-0.8321603524230206,False,False
2023-02-26,Z01,10.875180065202558,-1.1132536581470731e-06,-0.5272364413581955,False,False
2023-02-27,Z01,10.87518186121397,3.6218631294104853e-07,-0.3239538339816452,False,False
2023-02-28,Z01,10.875181550521305,-4.0472551532388934e-07,0.5095048562622108,False,False
2023-03-01,Z01,10.875197674358947,1.575723123892203e-05,-1.0557712205372256,False,False
2023-03-02,Z01,10.875179735657236,-2.8198233668064177e-06,-0.9134733953736407,False,False
2023-03-03,Z01,10.875175881100043,-6.329239308655588e-06,-0.6085494843088156,False,False
2023-03-04,Z01,10.875183089985075,9.07129392047068e-07,0.08261138077145551,False,False
2023-03-05,Z01,10.875181219790768,-1.5728254361135896e-06,-0.9134733953736407,False,False
2023-03-06,Z01,10.875170304131057,-1.2745035666839044e-05,0.3062222488856604,False,False
2023-03-07,Z01,10.875178613620767,-4.159085934318796e-06,-0.3239538339816452,False,False
2023-03-08,Z01,10.875185400161346,3.161824585262707e-06,0.7127874636387611,False,False
2023-03-09,Z01,10.87518398962953,1.5865811651138984e-06,0.10293964150911009,False,False
2023-03-10,Z01,10.875192331271327,1.0001881157961634e-05,1.8308418042097876,False,False
2023-03-11,Z01,10.875174105586094,-8.277319603067212e-06,0.16392442372207564,False,False
2023-03-12,Z01,10.875189677783627,8.023863744099913e-06,-1.1980690457008103,False,False
2023-03-13,Z01,10.8751856516272,3.4813081501994247e-06,-0.1816560088180595,False,False
2023-03-14,Z01,10.875187195637118,4.403269246111563e-06,0.06228312003380002,False,False
2023-03-15,Z01,10.875173247388993,-9.62384903679947e-06,-0.8728168738983306,False,False
2023-03-16,Z01,10.875193757908301,1.1313780571953203e-05,1.5869026753579272,False,False
2023-03-17,Z01,10.87518905610557,6.3259697906659085e-06,-0.26296905176867963,False,False
2023-03-18,Z01,10.875185575251557,2.845849495614061e-06,-0.6085494843088156,False,False
2023-03-19,Z01,10.875184090446611,1.3378839707200996e-06,0.2249092059350403,False,False
2023-03-20,Z01,10.8751806069441,-2.2711700715660754e-06,-0.8728168738983306,False,False
2023-03-21,Z01,10.875181166883255,-1.5576715721721257e-06,1.0177113747035862,False,False
2023-03-22,Z01,15.217095287402197,4.3419128890635665,0.8144287673270358,True,True
2023-03-23,Z01,15.21710091701157,4.197187693604974,0.18425268445973023,True,True
2023-03-24,Z01,15.217098920109432,4.052454854212378,0.6518026814257956,True,True
2023-03-25,Z01,15.21709838055629,3.907723257880212,-0.46625165914523,True,True
2023-03-26,Z01,15.217100735380862,3.7629952495994203,-1.4826646960279808,True,True
2023-03-27,Z01,15.217100870764448,3.6182649147519204,-0.2832973125063351,True,True
2023-03-28,Z01,15.217088509881796,3.473522144567424,-0.46625165914523,True,True
2023-03-29,Z01,15.217089039344051,3.3287923925403717,-2.031527735944666,True,True
2023-03-30,Z01,15.217093250412676,3.184066364337994,-1.035442959799571,True,True
2023-03-31,Z01,15.217096581768224,3.0393393056971636,-1.2183973064384657,True,True
2023-04-01,Z01,15.217101130986332,2.894613891334963,-1.035442959799571,True,True
2023-04-02,Z01,15.21709592077604,2.749877967947034,1.4039483287190304,True,True
2023-04-03,Z01,15.21709244038347,2.6051438195652636,0.5704896384751754,True,True
2023-04-04,Z01,15.217100795652128,2.460421863153975,1.0177113747035862,True,True
2023-04-05,Z01,10.87518349993827,-2.026226085088595,0.5501613777375208,False,True
2023-04-06,Z01,10.875180422694367,-2.0262296021927373,1.1396809391295155,False,False
2023-04-07,Z01,10.875179871184466,-2.0262302140050927,0.06228312003380002,False,False
2023-04-08,Z01,10.875179904921259,-2.0262299959690733,1.5869026753579272,False,False
2023-04-09,Z01,10.875183310836531,-2.0262264538968573,-1.2183973064384657,False,False
2023-04-10,Z01,10.87517630519887,-2.0262331588533566,-0.019029922916820114,False,False
2023-04-11,Z01,10.875178279944251,-2.026231257428403,-0.9947864383242608,False,False
2023-04-12,Z01,10.875180320532394,-2.0262288369122796,1.3023070250307558,False,False
2023-04-13,Z01,10.875189682834193,-2.026219296907321,0.4688483347869007,False,False
2023-04-14,Z01,10.875172914117279,-2.0262361485308027,1.241322242817792,False,False
2023-04-15,Z01,10.875182801732453,-2.026226249806573,-1.381023392339706,False,False
2023-04-16,Z01,10.875180410139329,-2.0262282761938355,-0.5678929628335055,False,False
2023-04-17,Z01,10.875171542479187,-2.026236855655103,-1.7672603463551513,False,False
2023-04-18,Z01,10.875179674983565,-2.0262282553916435,0.40786355257393514,False,False
2023-04-19,Z01,10.875188715593959,-2.0262190675991523,-0.38493861619460984,False,False
2023-04-20,Z01,10.87517350816823,-2.0262345453132085,0.8144287673270358,False,False
2023-04-21,Z01,10.875188610603608,-2.02621918758733,0.08261138077145551,False,False
2023-04-22,Z01,10.875188223006809,-1.8814893526241754,-2.133169039632942,False,False
2023-04-23,Z01,10.87518795884555,-1.7367591936519435,-1.645290781929221,False,False
2023-04-24,Z01,10.875175778047106,-1.592041009074924,0.12326790224676558,False,False
2023-04-25,Z01,10.875179631591934,-1.4473064021131226,0.5095048562622108,False,False
2023-04-26,Z01,10.875180278881304,-1.302575051364121,-2.214482082583561,False,False
2023-04-27,Z01,10.875177920564813,-1.1578467232845089,-0.039358183654474695,False,False
2023-04-28,Z01,10.875173891206467,-1.0131203996656222,-0.9947864383242608,False,False
2023-04-29,Z01,10.875184046702659,-0.8683797392315107,-1.0964277420125357,False,False
2023-04-30,Z01,10.8751819868215,-0.723651492322336,-0.6288777450464702,False,False
2023-05-01,Z01,10.875176715358444,-0.5789262772871666,0.16392442372207564,False,False
2023-05-02,Z01,10.875182767787345,-0.4341894110040023,-0.6695342665217803,False,False
2023-05-03,Z01,10.875175362824919,-0.2894663775334738,-1.9705429537317016,False,False
2023-05-04,Z01,10.87518179689881,-0.1447293742076301,0.16392442372207564,False,False
2023-05-05,Z01,10.875175210252303,-5.3275623592696775e-06,-0.3239538339816452,False,False
2023-05-06,Z01,10.87517284405932,-7.417432478007413e-06,-0.9134733953736407,False,False
2023-05-07,Z01,10.875180658178826,6.493081947667179e-07,-0.26296905176867963,False,False
2023-05-08,Z01,10.875179876728728,-1.5837504463434016e-07,-0.3036255732439897,False,False
2023-05-09,Z01,10.875181656709188,1.6225451648921307e-06,0.08261138077145551,False,False
